age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
31,low,Medium,Mansion,Rented,Medium,<10yrs,1,2-5yrs,2.0617487092,0,7,2,Others,Variable,Variable,Yes
33,High,Medium,2BHK-Apt,Rented,Medium,<10yrs,4,>10yrs,1.5455884532,1,4,2,PPM,Variable,Variable,No
37,High,Large,2BHK-Apt,Rented,Medium,10-20yrs,4,1-2yrs,5.8905824258,4,4,0,DD,Fixed,Fixed,No
51,low,Medium,3BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,0.5474254896,0,5,0,DD,Fixed,Fixed,No
44,High,Medium,2BHK-Apt,Owned,Medium,>30yrs,4,1-2yrs,7.6023475107,2,7,5,Others,Fixed,Fixed,No
49,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,3.3650048152,3,7,2,DD,Fixed,Fixed,No
43,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,4,2-5yrs,30.0216178365,1,3,0,DD,Variable,Variable,No
39,medium,Medium,1BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,9.4338612604,3,10,2,SD,Fixed,Fixed,No
46,medium,Large,Mansion,Rented,Low,10-20yrs,4,>5yrs,6.2366658625,1,9,3,PPM,Variable,Variable,No
41,High,Medium,Mansion,Owned,High,10-20yrs,2,1-2yrs,0.6167876144,1,3,1,Others,Variable,Variable,No
38,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,4,>10yrs,2.0198177253,3,9,4,Others,Fixed,Fixed,No
33,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,6,>5yrs,3.6266223332,1,7,0,SD,Variable,Variable,Yes
43,medium,Large,2BHK-Apt,Owned,Medium,>30yrs,5,>5yrs,5.6972800169,0,10,4,SD,Variable,Variable,Yes
39,low,Medium,1BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,9.6448157108,3,2,1,SD,Fixed,Fixed,Yes
41,medium,Small,2BHK-Apt,Owned,High,10-20yrs,4,<1yr,4.904614235,1,4,0,DD,Fixed,Fixed,No
48,low,Small,5BHK-House,Rented,Medium,20-30yrs,3,2-5yrs,10.3281320606,1,7,6,SD,Variable,Variable,No
39,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,6.6885450181,2,2,0,PPM,Fixed,Fixed,No
48,medium,Large,2BHK-Apt,Owned,High,20-30yrs,8,2-5yrs,3.683404059,1,0,1,Others,Variable,Variable,No
35,High,Large,2BHK-Apt,Rented,Medium,20-30yrs,2,>5yrs,5.855957471,1,5,4,PPM,Variable,Variable,No
49,medium,Large,5BHK-House,Rented,High,>30yrs,5,1-2yrs,0.6773985671,1,8,7,Others,Variable,Variable,No
31,low,Medium,1BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,3.2794119616,3,10,4,PPM,Fixed,Fixed,No
40,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,7,>10yrs,2.7381672783,1,10,4,Others,Variable,Variable,No
41,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,4.0222792928,3,7,6,SD,Variable,Variable,No
30,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,15.516210966,4,4,2,Others,Variable,Variable,No
35,low,Medium,5BHK-House,Owned,Medium,>30yrs,6,2-5yrs,8.7225464364,1,4,3,SD,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,6,1-2yrs,2.3252813286,4,0,0,Others,Variable,Variable,Yes
43,medium,Small,2BHK-Apt,Owned,Medium,>30yrs,2,<1yr,2.0982485322,1,0,0,PPM,Variable,Variable,No
48,High,Small,3BHK-Apt,Owned,Low,20-30yrs,1,>10yrs,11.4818891894,0,7,4,Others,Variable,Variable,No
31,medium,Small,3BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,9.6470640859,2,10,6,Others,Variable,Variable,Yes
37,High,Medium,2BHK-Apt,Rented,Low,20-30yrs,7,1-2yrs,3.9185091891,4,10,7,PPM,Variable,Variable,Yes
53,medium,Medium,2BHK-Apt,Rented,Low,>30yrs,3,2-5yrs,6.0033115933,2,7,2,DD,Fixed,Fixed,No
37,medium,Medium,5BHK-House,Owned,High,>30yrs,2,2-5yrs,2.9111184846,2,3,0,Others,Variable,Variable,Yes
35,low,Small,2BHK-Apt,Rented,Low,20-30yrs,4,>5yrs,4.9634126414,2,4,0,Others,Fixed,Fixed,Yes
33,low,Large,2BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,10.3422952514,3,5,2,SD,Fixed,Fixed,No
30,High,Large,2BHK-Apt,Owned,High,20-30yrs,6,1-2yrs,0.7653099406,1,8,0,SD,Fixed,Fixed,No
40,low,Medium,3BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,5.0692835431,0,1,0,DD,Fixed,Fixed,No
39,High,Small,5BHK-House,Owned,Medium,20-30yrs,3,1-2yrs,3.9494132763,3,9,7,PPM,Fixed,Fixed,No
42,medium,Small,3BHK-Apt,Rented,Medium,10-20yrs,1,1-2yrs,1.465256366,2,4,1,Others,Variable,Variable,Yes
44,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,2.1927383075,0,9,0,DD,Fixed,Fixed,No
57,medium,Medium,3BHK-Apt,Owned,High,20-30yrs,2,<1yr,2.8631128521,1,2,0,PPM,Variable,Variable,No
40,medium,Small,Mansion,Owned,High,>30yrs,1,>5yrs,1.8262004696,2,1,0,SD,Variable,Variable,No
36,low,Medium,3BHK-Apt,Owned,High,>30yrs,4,1-2yrs,3.4843534523,3,4,1,PPM,Fixed,Fixed,No
30,low,Small,3BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,2.1739936217,2,2,0,SD,Fixed,Fixed,No
50,low,Large,3BHK-Apt,Owned,Medium,20-30yrs,8,>5yrs,5.2653498554,0,2,1,Others,Fixed,Fixed,No
34,High,Small,5BHK-House,Rented,Medium,20-30yrs,2,1-2yrs,2.81924241,2,9,0,SD,Fixed,Fixed,No
44,medium,Large,3BHK-Apt,Rented,Medium,<10yrs,4,2-5yrs,3.4006934136,1,8,2,SD,Fixed,Fixed,No
47,medium,Small,1BHK-Apt,Rented,High,10-20yrs,1,1-2yrs,7.0664662118,4,1,0,PPM,Variable,Variable,No
44,low,Medium,3BHK-Apt,Rented,Low,>30yrs,6,2-5yrs,3.1833621064,4,10,3,PPM,Variable,Variable,No
23,High,Large,2BHK-Apt,Owned,Medium,>30yrs,4,<1yr,3.2835743183,0,1,0,DD,Variable,Variable,No
48,medium,Large,3BHK-Apt,Rented,High,<10yrs,3,2-5yrs,6.4956748987,0,9,6,SD,Fixed,Fixed,Yes
48,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,6,>10yrs,5.5103782508,0,4,1,Others,Fixed,Fixed,No
46,High,Medium,5BHK-House,Rented,Low,10-20yrs,5,2-5yrs,1.0863282729,3,3,1,DD,Variable,Variable,No
53,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,2,1-2yrs,1.9484551615,1,7,0,SD,Variable,Variable,Yes
41,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,1,1-2yrs,4.9217072768,0,0,0,DD,Variable,Variable,No
29,medium,Large,3BHK-Apt,Rented,Medium,<10yrs,2,<1yr,9.5883120799,0,5,1,PPM,Variable,Variable,No
37,High,Medium,2BHK-Apt,Owned,High,>30yrs,1,>5yrs,5.3226051818,2,3,2,DD,Variable,Variable,No
49,low,Large,5BHK-House,Rented,Medium,<10yrs,2,1-2yrs,11.2125258584,0,8,7,Others,Variable,Variable,Yes
38,low,Medium,2BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,5.0192317139,3,7,4,DD,Fixed,Fixed,Yes
34,medium,Medium,Mansion,Rented,Low,20-30yrs,4,>10yrs,2.0108714926,0,4,1,SD,Fixed,Fixed,No
47,low,Medium,2BHK-Apt,Rented,Low,<10yrs,1,1-2yrs,2.123306293,1,0,1,Others,Variable,Variable,No
40,low,Small,5BHK-House,Owned,High,10-20yrs,1,>10yrs,3.8852342098,4,1,0,SD,Variable,Variable,Yes
41,High,Medium,1BHK-Apt,Owned,Medium,<10yrs,2,2-5yrs,1.4553247139,3,9,3,PPM,Variable,Variable,Yes
36,medium,Medium,Mansion,Owned,Low,10-20yrs,2,2-5yrs,6.4323350107,1,6,5,PPM,Variable,Variable,No
51,medium,Large,2BHK-Apt,Rented,Medium,<10yrs,1,2-5yrs,7.0932402814,4,1,0,SD,Variable,Variable,No
30,medium,Large,5BHK-House,Owned,Medium,20-30yrs,6,>10yrs,1.612225445,1,7,1,SD,Variable,Variable,No
38,medium,Small,3BHK-Apt,Owned,Medium,>30yrs,2,>5yrs,6.1980854209,4,7,0,PPM,Variable,Variable,No
51,low,Large,1BHK-Apt,Rented,High,<10yrs,6,2-5yrs,4.553161574,0,1,0,PPM,Variable,Variable,No
38,High,Medium,2BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,4.0851947034,1,0,0,PPM,Fixed,Fixed,No
44,medium,Medium,2BHK-Apt,Rented,High,10-20yrs,1,2-5yrs,0.4049797644,2,9,8,DD,Variable,Variable,No
37,High,Large,3BHK-Apt,Owned,Medium,10-20yrs,4,2-5yrs,11.4210343329,1,8,1,DD,Fixed,Fixed,No
33,High,Medium,3BHK-Apt,Owned,Medium,<10yrs,2,2-5yrs,2.6315957942,1,8,4,SD,Fixed,Fixed,No
32,medium,Medium,Mansion,Owned,Medium,<10yrs,1,1-2yrs,2.2998833576,2,6,4,PPM,Fixed,Fixed,No
40,High,Medium,3BHK-Apt,Owned,Medium,20-30yrs,3,<1yr,5.4331197313,1,6,3,PPM,Fixed,Fixed,No
31,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,2.4184175249,1,3,0,DD,Variable,Variable,Yes
56,medium,Large,Mansion,Rented,Low,10-20yrs,7,<1yr,3.0813645928,0,8,7,SD,Fixed,Fixed,No
34,medium,Small,5BHK-House,Rented,Medium,20-30yrs,1,>10yrs,8.3475674754,1,9,2,SD,Variable,Variable,No
39,low,Medium,1BHK-Apt,Owned,High,>30yrs,2,<1yr,2.3705675635,2,8,6,DD,Variable,Variable,No
48,low,Medium,3BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,3.9978227924,1,8,4,DD,Variable,Variable,No
41,High,Large,2BHK-Apt,Rented,High,<10yrs,5,2-5yrs,5.1995384049,0,5,2,Others,Variable,Variable,No
48,low,Large,3BHK-Apt,Owned,High,20-30yrs,2,<1yr,2.6200999741,2,9,3,Others,Variable,Variable,Yes
47,low,Medium,1BHK-Apt,Owned,Medium,<10yrs,5,2-5yrs,1.6637355761,1,1,0,PPM,Fixed,Fixed,No
61,low,Large,2BHK-Apt,Rented,High,10-20yrs,6,2-5yrs,5.6473436773,3,3,1,SD,Variable,Variable,No
46,medium,Small,2BHK-Apt,Owned,Medium,10-20yrs,6,1-2yrs,5.6248176259,0,6,4,SD,Fixed,Fixed,No
43,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,3,>5yrs,1.35877783,4,5,1,SD,Fixed,Fixed,No
36,High,Small,5BHK-House,Rented,Medium,>30yrs,2,1-2yrs,6.6570284683,0,3,1,Others,Variable,Variable,No
34,medium,Small,2BHK-Apt,Rented,Medium,10-20yrs,2,>10yrs,7.7297661926,0,7,0,Others,Variable,Variable,No
48,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,7,1-2yrs,4.5786844853,4,3,1,PPM,Variable,Variable,Yes
28,low,Medium,3BHK-Apt,Owned,Medium,<10yrs,2,2-5yrs,0.9236567185,1,5,2,DD,Fixed,Fixed,No
39,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,18.0501133731,1,8,7,SD,Fixed,Fixed,No
47,medium,Medium,2BHK-Apt,Owned,High,>30yrs,6,>5yrs,1.7473704745,0,9,6,DD,Fixed,Fixed,No
38,medium,Small,3BHK-Apt,Rented,Low,20-30yrs,1,>10yrs,2.054679883,4,2,0,Others,Fixed,Fixed,No
28,medium,Medium,Mansion,Owned,Low,10-20yrs,2,1-2yrs,2.5853989114,3,8,6,PPM,Fixed,Fixed,Yes
65,low,Medium,1BHK-Apt,Rented,Low,20-30yrs,5,<1yr,4.9803887214,1,8,6,Others,Variable,Variable,No
64,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,9,2-5yrs,2.2867417958,0,1,0,Others,Variable,Variable,No
37,medium,Large,2BHK-Apt,Rented,Medium,20-30yrs,5,<1yr,0.5475193717,0,2,0,Others,Fixed,Fixed,No
43,High,Large,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,4.1132406663,0,7,6,PPM,Fixed,Fixed,No
39,medium,Large,3BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,2.6858114367,0,8,7,SD,Variable,Variable,No
46,low,Medium,Mansion,Rented,Medium,10-20yrs,1,<1yr,7.2007251927,2,4,3,DD,Fixed,Fixed,No
33,medium,Large,2BHK-Apt,Owned,High,20-30yrs,2,1-2yrs,3.2853273619,2,9,5,DD,Variable,Variable,No
38,medium,Small,5BHK-House,Owned,Medium,20-30yrs,6,1-2yrs,11.0984972477,1,0,0,SD,Variable,Variable,Yes
42,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,24.9845739174,3,4,0,DD,Variable,Variable,No
48,low,Medium,Mansion,Rented,Medium,>30yrs,1,1-2yrs,17.8181074983,0,1,0,DD,Variable,Variable,No
24,medium,Large,1BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,1.8530369537,1,1,0,Others,Variable,Variable,Yes
36,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,6.5656260432,0,10,5,Others,Fixed,Fixed,No
33,medium,Medium,2BHK-Apt,Rented,Low,10-20yrs,5,<1yr,4.1552565678,0,7,3,PPM,Fixed,Fixed,No
30,low,Medium,2BHK-Apt,Rented,Low,20-30yrs,3,<1yr,14.7819209278,1,10,4,Others,Variable,Variable,Yes
37,medium,Small,2BHK-Apt,Rented,Low,<10yrs,6,1-2yrs,8.6389387644,4,7,6,PPM,Variable,Variable,No
30,High,Large,5BHK-House,Owned,High,20-30yrs,6,<1yr,3.1434246828,3,10,2,Others,Fixed,Fixed,No
32,High,Medium,3BHK-Apt,Owned,Low,20-30yrs,4,<1yr,9.7480164294,0,10,3,DD,Fixed,Fixed,No
55,medium,Large,Mansion,Rented,High,10-20yrs,7,>5yrs,6.7813088194,2,0,1,PPM,Variable,Variable,No
51,medium,Medium,5BHK-House,Rented,High,<10yrs,3,>10yrs,3.7632416683,2,2,0,PPM,Fixed,Fixed,No
19,medium,Medium,5BHK-House,Owned,Low,10-20yrs,5,2-5yrs,7.2213400845,1,1,0,DD,Variable,Variable,No
30,medium,Medium,2BHK-Apt,Owned,High,<10yrs,1,2-5yrs,1.8042039072,0,1,0,Others,Fixed,Fixed,No
31,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,3,>10yrs,6.6839564112,1,9,4,DD,Variable,Variable,No
39,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,2,2-5yrs,7.7384527625,4,2,0,PPM,Fixed,Fixed,No
33,High,Large,Mansion,Owned,Medium,20-30yrs,3,1-2yrs,3.4033421144,4,10,9,PPM,Variable,Variable,Yes
36,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,1,2-5yrs,7.2732602137,1,3,1,Others,Fixed,Fixed,No
40,High,Medium,2BHK-Apt,Rented,Medium,10-20yrs,8,1-2yrs,1.8302238048,0,4,1,SD,Fixed,Fixed,No
41,medium,Medium,1BHK-Apt,Rented,High,10-20yrs,1,2-5yrs,3.6439790293,0,1,0,Others,Fixed,Fixed,No
42,High,Medium,2BHK-Apt,Owned,Low,10-20yrs,5,2-5yrs,2.5523298971,0,2,0,DD,Fixed,Fixed,No
43,medium,Medium,Mansion,Rented,Medium,>30yrs,1,2-5yrs,1.6083725073,1,0,0,DD,Fixed,Fixed,No
46,low,Medium,3BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,5.4484108678,1,7,5,Others,Fixed,Fixed,No
43,medium,Large,5BHK-House,Owned,High,>30yrs,7,1-2yrs,8.743163748,2,8,3,Others,Fixed,Fixed,No
34,medium,Small,2BHK-Apt,Owned,High,10-20yrs,3,2-5yrs,3.1085409483,0,2,1,Others,Fixed,Fixed,No
28,High,Medium,Mansion,Rented,Medium,10-20yrs,8,1-2yrs,6.0390202168,1,3,2,DD,Fixed,Fixed,No
39,low,Medium,3BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,5.5530269619,1,7,0,DD,Variable,Variable,No
36,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,8.8544049144,2,5,0,PPM,Fixed,Fixed,Yes
37,medium,Small,3BHK-Apt,Rented,Low,20-30yrs,3,2-5yrs,2.6352534,0,2,0,DD,Variable,Variable,No
33,medium,Large,2BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,0.5141866578,0,6,5,SD,Fixed,Fixed,No
47,medium,Medium,3BHK-Apt,Owned,High,>30yrs,3,1-2yrs,2.9063702722,0,9,0,SD,Variable,Variable,No
40,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,4,1-2yrs,0.7397154284,0,4,2,SD,Fixed,Fixed,No
39,medium,Small,3BHK-Apt,Owned,High,10-20yrs,7,2-5yrs,1.497954932,4,7,0,PPM,Variable,Variable,No
42,medium,Medium,1BHK-Apt,Owned,Medium,<10yrs,2,>10yrs,3.9908121741,3,3,1,Others,Variable,Variable,No
32,High,Medium,1BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,9.4725380712,1,8,0,Others,Variable,Variable,No
31,low,Medium,3BHK-Apt,Rented,High,<10yrs,4,>10yrs,6.5357368429,1,6,0,Others,Fixed,Fixed,No
43,low,Medium,2BHK-Apt,Owned,Low,10-20yrs,1,2-5yrs,6.1062099507,0,8,5,SD,Fixed,Fixed,Yes
40,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,6.7165192344,1,8,3,Others,Fixed,Fixed,No
33,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,4,2-5yrs,5.5974307781,1,7,0,DD,Variable,Variable,Yes
40,low,Large,5BHK-House,Owned,Medium,<10yrs,1,1-2yrs,3.5438120505,2,9,8,DD,Fixed,Fixed,Yes
43,low,Small,2BHK-Apt,Owned,Low,<10yrs,2,2-5yrs,3.5805443847,0,0,1,Others,Variable,Variable,No
53,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,2.1048769851,0,6,1,SD,Variable,Variable,Yes
33,medium,Medium,5BHK-House,Owned,High,20-30yrs,2,1-2yrs,4.2567655616,2,9,2,PPM,Fixed,Fixed,Yes
30,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,4,1-2yrs,3.290584206,1,6,4,PPM,Variable,Variable,No
40,medium,Medium,5BHK-House,Owned,Low,20-30yrs,3,>5yrs,2.0929179644,1,1,0,DD,Variable,Variable,No
43,low,Medium,2BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,3.6376678535,0,6,1,Others,Fixed,Fixed,No
40,High,Large,2BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,1.5919466235,0,10,1,SD,Fixed,Fixed,No
44,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,4.0393814292,1,0,0,DD,Variable,Variable,No
27,medium,Large,5BHK-House,Owned,Medium,10-20yrs,2,>5yrs,2.1395292314,0,6,4,DD,Fixed,Fixed,No
36,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,1.9380394289,2,7,5,SD,Fixed,Fixed,No
34,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,3.6289563766,0,1,0,SD,Fixed,Fixed,No
32,medium,Large,3BHK-Apt,Rented,High,>30yrs,2,<1yr,4.0070106333,1,0,0,DD,Variable,Variable,No
32,low,Large,3BHK-Apt,Owned,Medium,20-30yrs,3,>5yrs,6.4965481748,3,0,1,SD,Fixed,Fixed,No
46,medium,Medium,2BHK-Apt,Rented,High,10-20yrs,5,2-5yrs,8.1639530284,1,4,0,PPM,Fixed,Fixed,No
38,low,Large,5BHK-House,Owned,Medium,20-30yrs,4,>5yrs,2.8670715298,1,2,1,DD,Variable,Variable,No
33,medium,Large,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,1.6645311064,2,5,4,Others,Variable,Variable,No
25,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,0.4218939887,1,9,0,DD,Fixed,Fixed,No
33,High,Large,3BHK-Apt,Rented,High,20-30yrs,5,1-2yrs,9.9857285159,1,9,2,PPM,Fixed,Fixed,Yes
30,medium,Small,5BHK-House,Owned,Low,>30yrs,2,2-5yrs,6.446786766,2,9,4,PPM,Variable,Variable,No
29,low,Small,2BHK-Apt,Owned,High,10-20yrs,8,1-2yrs,2.6756656334,1,1,0,SD,Fixed,Fixed,No
44,medium,Small,2BHK-Apt,Owned,High,<10yrs,1,>5yrs,0.5376521346,1,2,0,Others,Fixed,Fixed,No
35,low,Large,2BHK-Apt,Rented,Medium,10-20yrs,2,2-5yrs,6.2144334687,3,4,1,PPM,Variable,Variable,No
42,High,Large,1BHK-Apt,Owned,Low,>30yrs,3,>10yrs,1.456995146,1,7,5,DD,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Rented,Low,20-30yrs,9,1-2yrs,4.0063234012,1,4,2,SD,Fixed,Fixed,No
31,low,Small,2BHK-Apt,Rented,Low,>30yrs,3,<1yr,2.6400278182,2,0,0,Others,Fixed,Fixed,No
31,low,Medium,5BHK-House,Owned,Medium,>30yrs,5,>10yrs,11.2047520374,1,8,3,DD,Fixed,Fixed,No
42,low,Large,5BHK-House,Owned,Low,<10yrs,7,1-2yrs,0.4906335289,0,3,0,PPM,Variable,Variable,No
51,medium,Medium,3BHK-Apt,Owned,Low,>30yrs,5,1-2yrs,12.3946377827,1,7,5,PPM,Fixed,Fixed,Yes
36,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,6,2-5yrs,5.0923436493,1,7,5,PPM,Variable,Variable,No
47,low,Medium,5BHK-House,Owned,High,>30yrs,8,<1yr,4.1638431476,0,0,0,Others,Fixed,Fixed,No
40,High,Medium,1BHK-Apt,Rented,Medium,10-20yrs,4,2-5yrs,8.0232199206,1,9,0,SD,Fixed,Fixed,No
25,low,Medium,Mansion,Rented,High,20-30yrs,2,2-5yrs,6.5707839201,3,2,0,DD,Fixed,Fixed,Yes
33,medium,Small,2BHK-Apt,Owned,Low,20-30yrs,5,<1yr,7.18347229,1,3,1,DD,Variable,Variable,Yes
31,medium,Large,1BHK-Apt,Rented,Medium,>30yrs,1,2-5yrs,3.1867742553,1,8,7,Others,Variable,Variable,No
36,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,6.5069025579,1,9,6,PPM,Variable,Variable,No
38,medium,Large,1BHK-Apt,Rented,Medium,10-20yrs,6,2-5yrs,4.6151694222,0,2,0,Others,Fixed,Fixed,No
31,High,Large,2BHK-Apt,Rented,Medium,10-20yrs,3,<1yr,4.5657935366,3,5,0,PPM,Fixed,Fixed,No
48,High,Small,3BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,4.1989593051,0,1,0,SD,Variable,Variable,No
34,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,4,2-5yrs,9.5440810715,1,4,0,Others,Fixed,Fixed,No
37,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,13.6000644495,1,1,0,PPM,Fixed,Fixed,No
30,High,Small,3BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,1.478914387,1,7,4,DD,Fixed,Fixed,No
37,medium,Medium,5BHK-House,Owned,Medium,10-20yrs,6,1-2yrs,5.624021792,4,4,0,DD,Fixed,Fixed,No
42,medium,Small,2BHK-Apt,Owned,Medium,20-30yrs,5,>5yrs,6.7096629025,0,8,3,SD,Variable,Variable,No
43,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,1.2044840993,3,8,3,Others,Fixed,Fixed,No
54,low,Medium,1BHK-Apt,Rented,Low,20-30yrs,1,<1yr,11.863792046,3,5,1,PPM,Fixed,Fixed,No
49,low,Small,1BHK-Apt,Rented,High,20-30yrs,1,<1yr,5.7389517958,0,6,3,SD,Variable,Variable,No
24,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,10.238005904,1,10,5,DD,Fixed,Fixed,No
38,low,Large,2BHK-Apt,Owned,High,<10yrs,7,>10yrs,2.0805572534,1,1,0,SD,Fixed,Fixed,Yes
52,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,6,<1yr,1.9743398821,0,7,4,Others,Fixed,Fixed,No
39,High,Small,1BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,4.8613678608,1,4,3,SD,Fixed,Fixed,No
56,High,Small,5BHK-House,Rented,Medium,20-30yrs,4,2-5yrs,4.446329343,1,4,0,DD,Variable,Variable,No
45,medium,Large,3BHK-Apt,Rented,High,<10yrs,3,>5yrs,2.0723902189,4,3,0,DD,Fixed,Fixed,No
35,High,Medium,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,1.4325522904,1,7,4,Others,Variable,Variable,No
30,medium,Medium,Mansion,Owned,Medium,20-30yrs,6,<1yr,8.3274642403,0,3,2,SD,Variable,Variable,No
33,medium,Medium,2BHK-Apt,Rented,Medium,20-30yrs,2,1-2yrs,5.9507322863,0,1,0,DD,Fixed,Fixed,No
36,medium,Medium,3BHK-Apt,Rented,Medium,<10yrs,1,1-2yrs,9.7735385947,0,2,1,SD,Variable,Variable,No
42,High,Small,3BHK-Apt,Rented,Low,>30yrs,6,2-5yrs,1.2439909012,0,1,0,PPM,Fixed,Fixed,No
33,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,9,2-5yrs,1.264348657,1,10,7,SD,Fixed,Fixed,No
46,medium,Medium,3BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,2.6230733646,2,8,2,Others,Variable,Variable,No
43,medium,Small,2BHK-Apt,Owned,High,20-30yrs,8,>10yrs,1.4044096686,0,1,0,Others,Fixed,Fixed,No
35,low,Large,5BHK-House,Owned,Medium,<10yrs,4,2-5yrs,2.6569160409,1,9,4,PPM,Variable,Variable,Yes
46,low,Small,Mansion,Owned,Low,10-20yrs,3,1-2yrs,3.1703799475,3,8,0,DD,Fixed,Fixed,No
42,High,Large,3BHK-Apt,Owned,Medium,<10yrs,6,>5yrs,8.1013168161,3,9,7,DD,Variable,Variable,No
31,High,Small,1BHK-Apt,Rented,Low,20-30yrs,4,1-2yrs,1.0616248766,0,7,3,DD,Variable,Variable,No
46,medium,Medium,3BHK-Apt,Rented,High,>30yrs,2,1-2yrs,11.0152581515,0,2,0,SD,Fixed,Fixed,No
57,High,Large,2BHK-Apt,Rented,Low,>30yrs,2,1-2yrs,2.7281852503,0,9,2,DD,Fixed,Fixed,No
32,low,Large,1BHK-Apt,Owned,Medium,20-30yrs,4,>5yrs,0.94596218,3,1,0,Others,Fixed,Fixed,No
57,medium,Medium,3BHK-Apt,Owned,High,<10yrs,1,>5yrs,10.5930144026,3,1,0,SD,Variable,Variable,Yes
37,High,Large,3BHK-Apt,Owned,High,>30yrs,1,1-2yrs,3.379956027,4,4,0,Others,Fixed,Fixed,No
47,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,4,<1yr,7.4754188483,0,1,0,PPM,Variable,Variable,Yes
